matrix
76;26;6;99;44;94;34;63;18;18;61;36;87;29;37;91;7;47;65;1;54;37;19;40;64;98;40;34;69;68;52;33;36;51;47;88;89;8;99;5;36;100;35;23;40;22;38;78;63;31;76;77;20;33;10;84;99;90;13;50;56;93;29;28;50;92;21;34;69;48;54;69;42;18;75;62;22;4;100;10;82;40;36;19;77;15;27;2;78;44;48;25;60;73;9;59;63;19;80;2
89;94;18;20;68;3;15;40;94;62;49;91;11;94;84;2;93;35;1;31;22;26;13;12;53;86;17;19;90;98;48;11;79;42;33;97;55;16;93;6;71;32;38;64;6;9;97;91;1;97;82;11;94;62;82;19;35;95;29;71;31;95;84;38;70;100;57;45;26;51;82;96;33;33;99;50;39;65;19;42;55;85;4;93;74;14;29;77;99;76;73;88;95;77;22;50;47;96;3;51
14;37;26;73;88;67;24;4;23;46;98;34;77;67;60;65;15;9;100;11;1;53;65;50;1;3;92;40;28;38;39;76;94;66;36;53;41;49;85;95;53;97;53;4;47;27;89;60;83;39;41;100;23;34;72;8;81;75;99;23;24;51;49;19;90;63;66;13;55;79;45;30;97;64;6;79;40;98;25;82;25;27;73;17;79;43;84;90;79;84;47;40;7;41;4;58;34;86;98;53
23;6;53;22;40;25;47;12;92;90;78;43;94;67;15;22;40;20;39;66;84;26;48;19;46;29;33;70;7;24;57;96;64;24;41;27;41;90;37;78;3;36;54;25;28;78;25;2;74;85;2;9;27;93;13;83;4;56;12;17;64;66;3;91;94;14;33;40;72;69;8;10;98;49;71;27;2;16;97;65;46;43;84;2;21;45;91;41;69;4;73;59;73;67;96;9;89;36;1;29
18;68;92;32;100;87;73;79;9;70;96;12;11;44;55;35;85;38;34;64;30;79;68;67;46;78;35;11;22;3;72;39;6;97;60;23;57;96;22;57;83;22;54;35;90;57;33;72;23;65;98;77;30;32;69;86;76;53;90;53;60;5;27;22;40;27;53;55;14;35;65;75;39;93;75;81;93;35;59;82;79;44;7;63;13;26;31;36;99;43;31;74;27;51;34;33;9;97;80;26
41;44;69;22;66;99;98;23;66;8;61;13;10;32;24;31;48;15;99;8;25;64;67;79;84;66;45;5;72;77;54;17;77;14;55;97;2;25;1;25;45;26;51;48;51;50;79;77;66;62;5;2;84;100;41;91;10;89;100;46;37;38;58;75;11;51;63;65;26;17;62;70;92;19;29;16;14;48;6;24;27;47;33;59;75;62;3;58;21;7;90;67;24;80;11;34;5;10;21;41
34;25;30;70;37;33;46;80;60;12;10;85;51;34;51;27;51;69;35;54;22;26;65;20;30;39;36;82;74;95;40;75;27;59;93;62;31;31;11;17;88;92;31;95;87;99;50;93;35;30;27;41;15;65;19;70;94;47;58;4;99;58;89;91;88;33;70;70;91;57;80;6;14;38;12;15;78;38;7;22;99;22;33;75;99;60;9;17;73;36;73;4;87;35;89;58;77;26;55;9
96;3;1;72;63;64;3;64;65;59;18;81;91;93;14;65;27;95;71;36;30;39;45;13;6;11;9;48;66;77;10;20;82;45;38;43;6;52;18;15;78;22;31;15;8;15;33;47;89;2;96;44;73;50;10;83;56;16;44;8;72;100;64;98;17;7;42;22;91;13;10;67;48;68;18;76;21;33;92;48;32;33;66;33;58;66;71;60;94;67;5;27;23;34;21;68;30;97;19;53
11;27;71;45;96;19;98;19;78;53;25;48;65;16;75;29;18;16;37;78;75;28;59;32;89;19;17;6;76;71;59;54;4;70;56;29;40;80;49;12;44;81;5;25;90;99;76;43;60;58;20;29;79;48;23;92;24;27;27;47;76;65;7;50;89;86;99;54;59;8;97;29;58;23;8;40;42;10;73;49;76;86;32;30;83;53;69;19;23;30;28;51;5;67;94;40;23;51;62;17
93;37;59;79;4;49;14;16;78;97;57;68;99;90;25;20;26;21;57;28;58;32;69;3;7;14;38;98;80;5;50;37;79;21;2;21;11;29;2;31;56;85;6;27;72;64;18;64;40;47;31;43;50;69;63;43;82;88;9;36;11;20;99;55;80;27;48;80;22;1;93;89;23;16;14;95;87;27;37;18;86;38;86;65;94;10;33;70;95;58;96;43;44;5;53;38;20;70;71;59
53;96;76;83;91;16;34;43;8;35;72;57;19;88;44;98;99;21;2;5;5;41;43;47;20;62;87;79;51;20;32;68;5;50;73;65;33;91;70;88;52;44;20;54;23;36;39;21;83;67;29;28;64;67;82;83;90;28;18;90;58;56;11;87;16;59;80;74;16;99;41;53;42;69;48;100;42;70;96;55;12;17;43;41;89;18;93;96;50;40;30;10;80;42;8;77;9;91;95;43
36;10;93;67;11;68;26;12;53;30;58;59;30;65;44;75;87;57;79;33;9;96;43;4;90;58;79;34;81;42;84;95;82;14;88;2;42;20;92;34;55;36;23;38;19;77;100;44;30;28;97;87;86;2;49;55;19;32;27;97;42;40;21;11;40;78;75;1;59;46;55;61;45;24;73;32;17;79;19;25;50;26;55;21;45;53;8;8;27;40;81;11;47;13;8;94;57;90;90;17
30;24;27;17;14;78;45;24;32;1;72;85;76;93;17;8;95;80;15;98;70;10;22;64;28;57;25;37;74;82;21;41;40;71;56;15;46;34;95;71;50;34;8;45;95;24;31;28;55;17;39;82;65;50;11;14;62;96;86;96;93;38;44;6;12;99;94;27;57;8;99;36;41;6;7;20;92;91;96;68;25;59;16;11;55;85;71;96;72;91;38;42;13;90;86;19;19;21;96;44
56;64;85;24;80;72;53;15;10;18;70;52;82;66;18;91;49;53;73;20;59;64;36;44;59;86;28;61;7;15;19;19;46;19;4;46;60;58;2;57;57;77;59;18;80;34;89;83;45;11;76;99;65;5;1;25;17;58;6;87;74;91;59;96;91;67;21;23;44;87;9;67;33;57;92;39;18;23;72;77;73;96;93;24;16;36;61;34;38;82;40;95;56;91;44;5;20;54;28;14
48;11;72;53;35;28;48;34;41;89;21;85;25;94;20;91;80;79;76;74;63;55;6;82;3;57;10;5;84;42;33;52;60;87;17;82;54;7;97;89;39;60;50;74;51;43;9;6;35;84;45;42;66;87;27;30;77;63;60;74;3;41;28;13;17;65;13;79;42;67;57;68;11;56;15;37;33;58;99;11;7;41;37;58;78;3;88;87;85;83;100;21;18;42;96;44;98;30;64;91
12;86;69;44;69;1;10;58;10;74;48;58;31;65;93;29;27;80;53;12;44;20;8;37;4;20;70;2;28;34;9;59;7;2;61;29;38;16;94;44;55;41;98;8;20;72;82;59;70;72;10;70;17;78;29;11;25;1;6;14;77;94;58;10;95;93;45;6;85;87;66;59;31;22;14;29;1;14;19;5;90;89;31;1;44;61;46;50;46;56;76;53;91;56;57;33;77;25;53;36
91;68;95;92;30;33;47;24;42;3;19;51;99;50;76;16;78;37;13;91;21;73;8;94;66;70;55;4;44;76;72;18;78;41;49;91;73;34;67;9;59;87;97;100;5;26;24;3;13;74;84;57;5;56;50;90;68;46;3;90;84;44;43;61;84;60;4;55;42;5;96;42;13;46;74;49;77;39;8;91;95;72;21;29;7;57;65;1;83;66;59;20;46;4;22;80;24;71;3;81
16;74;80;48;39;24;42;22;43;56;12;48;76;95;13;15;37;80;74;90;2;41;14;5;41;84;89;28;55;92;60;52;64;49;45;66;22;97;93;26;29;61;44;81;87;75;31;10;98;41;85;65;66;10;63;22;41;92;76;5;48;34;25;77;20;22;76;38;88;77;91;97;53;22;59;43;36;77;42;67;18;73;22;8;90;87;3;66;78;52;34;10;19;45;83;56;47;1;8;16
12;5;35;96;98;19;39;21;11;27;81;65;58;58;64;4;34;11;38;26;17;72;37;55;93;37;26;76;33;43;63;25;39;19;63;39;5;52;46;16;45;22;94;37;5;93;45;52;39;22;35;13;45;40;39;26;77;85;77;17;63;86;51;97;3;97;45;65;76;1;65;96;17;55;87;78;8;27;15;86;88;92;40;96;15;28;53;12;51;68;2;20;16;52;65;71;7;73;58;39
81;94;68;8;11;16;76;1;73;86;47;14;45;61;59;3;37;57;10;16;11;27;31;77;32;43;89;60;3;21;81;84;44;44;78;73;32;67;47;50;42;16;65;21;82;65;41;49;22;61;28;8;30;3;33;75;80;13;23;19;87;75;96;77;52;9;73;82;55;31;51;52;47;43;80;67;52;40;70;75;3;93;9;68;23;36;80;23;91;60;54;77;68;73;21;22;57;34;83;36
4;95;79;63;46;77;58;47;18;55;34;80;78;86;78;53;54;30;48;21;21;38;60;33;98;14;13;46;35;76;25;10;48;49;24;96;65;9;49;33;20;76;53;53;38;22;79;23;64;94;12;92;59;78;31;32;7;34;60;98;27;10;67;53;29;48;82;19;19;79;90;43;15;36;22;73;71;35;40;81;36;26;58;84;52;28;16;90;37;29;26;21;32;23;69;20;10;44;21;60
21;10;5;59;30;68;2;77;58;71;77;68;35;99;100;70;8;52;83;98;75;99;75;47;46;57;70;76;88;21;40;1;10;40;38;9;41;2;61;25;41;92;61;3;99;46;27;46;99;62;83;53;86;40;38;66;93;31;35;57;45;31;48;85;22;56;84;62;5;68;67;36;59;13;81;75;50;1;62;31;90;54;58;26;45;16;56;56;58;80;80;6;8;58;54;10;85;94;97;61
85;28;59;50;77;58;45;83;51;30;67;70;76;72;34;98;76;19;69;89;89;26;73;44;78;82;100;96;92;75;43;87;25;44;79;37;89;39;49;100;11;32;36;94;78;8;24;88;75;13;85;26;24;68;2;94;69;88;70;61;94;29;79;32;14;75;5;14;50;48;41;38;85;3;7;32;11;70;60;89;55;22;52;87;69;22;11;25;43;18;50;70;72;9;81;59;19;13;86;68
13;25;24;16;37;38;78;32;55;18;62;68;71;39;53;11;19;88;59;76;36;53;26;22;68;11;44;5;48;82;6;33;53;94;52;94;44;3;25;33;82;57;69;2;55;86;74;66;35;14;95;60;30;38;24;98;20;52;17;49;93;74;85;37;10;95;99;42;93;89;90;31;61;41;38;39;56;89;37;78;3;96;87;100;87;83;38;9;60;26;5;44;55;77;82;1;52;80;94;1
52;56;20;48;19;44;49;34;93;34;35;24;5;15;23;25;11;98;97;21;78;47;26;50;13;47;59;1;44;89;16;86;97;96;94;29;48;84;34;52;70;43;31;79;53;29;43;71;52;21;68;22;32;9;89;34;56;36;10;4;41;7;67;55;85;2;1;9;33;31;77;96;32;2;23;37;82;19;74;13;72;98;25;97;70;22;89;68;87;64;36;67;63;68;1;36;15;60;93;13
53;67;82;11;38;97;45;18;28;42;65;4;11;64;38;14;2;44;8;37;86;83;8;37;91;89;91;70;36;95;97;60;84;30;8;17;88;47;38;31;83;72;80;67;51;27;84;36;2;85;12;29;77;9;100;55;32;71;97;65;66;95;43;56;30;99;64;5;30;100;74;80;4;35;75;35;26;54;11;16;37;68;22;39;97;95;86;16;90;60;67;76;11;13;57;65;20;74;50;7
25;72;33;52;42;37;54;48;71;51;35;29;68;65;14;72;93;19;47;73;30;90;65;28;83;67;12;44;50;67;14;32;41;79;95;100;9;32;45;49;43;53;39;44;18;64;12;72;25;63;99;6;79;72;78;20;72;43;8;5;70;10;60;96;92;33;43;27;45;59;91;62;37;60;49;52;39;37;31;22;30;41;26;46;89;34;11;61;48;91;89;15;98;11;11;18;40;82;66;98
19;69;29;12;61;4;55;34;12;36;36;82;91;99;20;53;77;87;24;66;27;61;31;39;77;34;12;27;88;2;20;32;94;32;7;71;67;54;54;30;43;29;16;53;32;12;36;44;22;25;97;56;31;100;45;24;79;87;91;62;52;5;33;74;95;67;33;78;56;72;42;35;34;100;8;39;62;91;4;59;60;91;26;95;66;55;84;15;37;62;64;64;93;99;33;28;73;38;30;18
3;87;22;38;85;49;39;23;60;14;90;94;59;41;30;18;47;40;68;76;46;67;67;53;50;61;55;85;44;29;12;46;60;64;32;14;87;93;56;90;90;52;58;35;48;15;83;37;35;34;17;30;63;59;55;84;8;97;100;94;16;4;9;27;96;29;14;68;24;94;54;71;24;49;18;65;82;37;39;2;65;13;27;89;70;8;38;25;25;81;77;62;94;44;38;1;86;43;77;55
48;34;22;35;47;73;73;82;14;12;11;38;89;53;25;95;81;4;78;49;11;51;91;54;77;43;71;11;86;99;37;60;68;39;96;57;86;100;2;15;22;90;30;80;67;98;76;5;72;49;88;68;49;45;25;25;90;46;99;78;29;20;9;91;55;55;36;23;50;30;86;47;80;44;14;98;72;88;52;6;73;29;3;37;4;97;58;88;55;81;100;61;94;65;15;43;41;76;86;54
58;67;9;50;92;91;65;72;87;96;89;7;18;78;13;17;15;81;9;11;22;25;68;61;69;56;45;4;87;44;77;84;70;48;55;94;21;97;40;27;9;28;95;11;99;14;24;76;66;60;67;89;3;100;56;53;91;48;24;56;83;50;27;53;30;71;83;97;22;80;51;55;44;21;50;4;34;36;65;25;26;70;24;38;68;16;32;86;71;29;84;64;12;1;38;4;91;69;19;71
54;70;26;91;42;80;33;70;37;92;48;12;98;43;40;67;87;95;88;47;65;51;57;91;19;87;3;94;84;75;25;89;62;49;49;80;3;39;97;14;19;77;41;62;6;43;46;8;88;75;63;69;77;66;78;87;46;79;97;14;49;87;34;10;56;79;55;69;97;99;62;64;85;41;64;7;46;34;44;16;61;11;90;20;88;26;53;24;92;97;86;1;11;67;82;87;40;6;1;87
14;97;20;75;30;43;24;82;63;44;36;40;92;39;17;79;21;79;92;71;22;45;84;31;65;10;72;28;80;25;95;93;50;96;94;56;18;28;47;4;44;37;63;16;92;10;80;62;13;9;72;48;91;75;28;51;23;11;50;64;38;44;33;64;47;95;86;43;1;54;79;56;54;5;37;71;6;26;99;67;46;96;77;34;55;20;42;86;74;96;58;20;33;55;31;44;59;92;26;58
32;98;20;99;71;8;70;57;33;70;86;88;46;20;22;1;58;30;34;31;48;92;45;75;86;34;88;52;17;82;51;20;54;84;88;1;17;39;77;51;73;42;64;33;17;94;65;11;77;70;100;95;28;23;63;34;72;5;62;16;98;61;69;67;7;85;58;5;28;20;11;53;50;23;86;19;42;28;28;14;83;88;55;85;31;13;100;61;31;4;59;38;25;57;87;96;60;55;85;23
79;41;64;18;53;75;84;97;81;68;72;18;40;81;68;90;95;82;11;71;99;55;8;91;62;94;19;94;72;99;50;81;94;92;60;95;29;11;46;32;38;20;97;56;9;59;27;1;31;22;25;76;5;95;20;94;53;100;79;5;3;6;17;40;9;59;95;24;23;59;80;60;97;62;34;87;9;20;76;87;64;49;6;78;40;74;1;69;91;31;88;35;38;43;38;7;36;96;1;63
37;32;13;56;87;33;21;56;24;39;39;56;60;19;22;30;88;29;33;76;39;43;66;74;56;93;16;92;32;89;13;35;41;84;58;5;16;4;32;3;99;75;67;87;69;16;41;51;98;77;25;24;78;61;73;38;33;26;45;79;69;89;68;82;95;28;15;66;98;49;76;55;73;2;25;5;47;25;71;10;77;16;5;57;62;71;68;68;38;57;67;61;57;12;42;73;53;53;72;68
31;39;1;33;78;79;69;5;29;60;87;6;29;64;85;26;97;26;85;63;2;50;79;6;90;74;47;31;1;66;1;87;22;42;87;12;10;10;39;24;99;38;2;25;19;15;97;24;27;47;90;13;53;84;64;21;71;91;62;5;51;86;62;34;24;94;90;93;94;51;95;5;81;72;32;75;74;51;28;18;42;16;88;27;75;25;96;18;49;7;73;2;41;87;34;29;32;63;29;36
45;38;85;69;80;76;97;61;46;99;51;17;80;19;18;43;53;16;62;55;82;70;66;19;77;88;82;69;22;81;97;52;80;59;40;72;42;28;85;7;20;71;90;100;89;70;94;21;30;85;5;93;77;24;66;7;18;57;26;54;14;80;58;49;70;14;13;49;66;7;55;28;70;27;25;56;59;19;58;81;11;9;22;3;47;81;65;15;25;46;38;59;73;92;76;24;19;55;80;4
17;88;100;65;7;75;56;17;28;81;63;62;63;78;29;27;22;50;26;75;49;87;9;1;42;82;50;29;23;14;97;87;17;81;88;81;92;39;30;50;11;32;30;64;46;33;93;49;73;37;83;46;38;28;85;71;73;76;90;43;43;8;43;83;25;93;51;97;23;27;25;99;69;20;12;76;84;98;8;30;16;19;6;12;68;37;96;98;35;4;66;35;30;99;20;23;14;32;29;93
55;95;27;50;5;21;4;46;62;46;44;66;48;69;100;15;44;58;27;90;3;24;91;29;68;68;10;8;35;70;61;36;41;79;49;28;3;11;100;77;23;63;66;64;8;89;9;17;29;87;82;90;65;98;77;7;66;12;86;17;48;11;93;54;59;67;54;32;91;66;34;66;43;87;54;5;80;21;77;6;84;4;20;51;90;48;44;44;63;5;72;64;97;59;3;96;83;96;28;68
74;62;8;28;59;36;44;8;29;32;19;63;31;34;83;100;21;100;11;38;55;45;47;74;99;19;76;70;17;16;73;48;3;3;59;76;98;12;23;2;94;57;89;23;52;87;69;37;82;9;67;42;7;39;77;14;17;89;32;75;23;60;14;97;7;29;62;9;52;98;1;22;27;34;73;79;59;89;95;72;74;30;40;3;38;10;76;20;60;6;94;32;27;81;27;7;24;45;31;16
42;94;68;13;92;26;96;51;58;46;29;19;8;85;26;22;68;68;17;74;78;34;55;21;49;73;76;81;9;53;12;81;82;79;73;55;34;1;54;10;83;48;31;66;76;25;25;26;74;100;56;61;73;6;12;13;35;54;9;96;23;91;90;7;15;19;52;39;36;55;10;25;62;65;40;78;14;70;73;100;94;46;5;44;53;20;95;32;31;19;29;67;40;25;85;90;10;61;88;98
99;20;66;83;53;55;53;59;35;4;73;51;67;26;59;57;36;38;8;67;41;44;25;19;14;89;21;52;69;97;91;35;98;92;24;65;6;85;54;52;30;75;38;44;54;8;36;40;56;23;57;58;95;92;9;83;76;17;26;34;83;7;19;63;53;31;93;6;4;75;11;41;4;36;76;35;45;12;38;78;25;34;16;36;55;41;5;100;67;39;63;7;9;84;85;69;32;33;81;71
52;57;80;56;4;97;39;71;27;38;54;95;61;33;99;94;44;14;33;14;41;86;65;25;29;34;89;46;12;23;3;44;21;51;1;59;22;7;43;21;48;71;28;86;66;79;84;43;11;87;24;44;98;22;36;40;21;82;83;29;48;91;9;32;75;53;37;26;62;10;75;80;49;73;87;24;51;96;92;56;34;16;36;18;12;74;48;25;25;36;6;59;40;30;85;4;6;79;69;70
9;87;96;33;33;61;81;52;73;8;42;61;56;41;7;5;41;36;45;76;75;17;83;52;33;97;52;83;67;25;97;78;54;44;98;55;1;64;80;59;31;3;60;77;6;15;34;13;48;3;70;80;1;63;26;31;86;78;70;82;9;71;45;15;37;95;45;79;43;60;37;69;37;69;72;12;18;76;96;58;46;100;8;50;59;60;67;25;63;95;3;40;41;46;17;17;7;10;73;97
81;11;60;49;83;62;75;3;15;9;63;95;89;49;11;53;35;78;58;5;81;3;46;54;33;24;76;91;27;67;17;20;67;27;12;75;38;98;5;38;81;51;85;88;79;7;99;50;75;35;3;16;95;85;5;8;87;66;67;58;1;37;50;88;75;34;7;28;13;65;62;100;65;16;39;10;96;98;100;56;23;30;25;9;73;27;82;81;63;49;58;73;49;24;17;62;47;7;11;64
68;80;21;94;74;6;17;5;95;42;5;48;45;47;69;45;100;44;86;5;83;27;69;69;100;100;64;30;14;2;81;78;72;25;92;15;12;35;31;56;44;28;48;54;43;49;67;24;63;88;61;74;33;42;40;86;61;100;39;100;41;59;21;7;40;13;53;52;44;1;17;59;55;38;63;97;72;50;35;85;2;71;22;33;57;81;63;3;17;94;96;38;15;65;27;31;65;29;21;81
29;14;58;80;57;26;87;57;57;49;9;77;97;41;87;93;61;47;17;40;99;50;89;39;56;26;78;65;81;52;48;37;23;8;27;61;81;42;60;4;77;54;80;87;41;78;42;79;15;30;3;26;47;98;79;81;76;94;39;69;6;57;21;13;39;90;84;46;11;68;25;95;76;61;57;12;73;58;12;14;82;29;37;29;49;7;94;72;84;3;67;76;67;26;70;88;23;88;41;28
71;87;100;53;94;78;4;55;42;93;89;44;87;96;27;24;38;73;66;42;47;38;32;26;69;66;85;7;14;10;30;35;98;11;63;16;64;34;69;25;74;60;36;1;49;31;96;28;53;60;63;8;66;99;26;98;95;20;67;29;77;80;34;2;76;19;3;84;13;31;56;42;43;33;55;47;48;82;90;96;51;97;88;53;95;34;63;49;5;98;16;11;42;74;95;41;63;93;76;14
